id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.005,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.005,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.004,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.004,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.004,
,,,35,,80,,,,0.005,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.005,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.004,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.005,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.006,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.004,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.009,
,,,35,,80,,,,0.002,
,,,35,,80,,,,0.005,
,,,35,,80,,,,0.001,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.007,
,,,35,,80,,,,0.008,
,,,35,,80,,,,0.003,
,,,35,,80,,,,0.007,
