id,scenario,source,target,length
1,SYN_SYN_MEDIUM_S103,N0,N1,445
2,SYN_SYN_MEDIUM_S103,N1,N2,313
3,SYN_SYN_MEDIUM_S103,N2,N3,448
4,SYN_SYN_MEDIUM_S103,N3,N4,436
5,SYN_SYN_MEDIUM_S103,N4,N5,456
6,SYN_SYN_MEDIUM_S103,N5,N6,498
7,SYN_SYN_MEDIUM_S103,N6,N7,190
8,SYN_SYN_MEDIUM_S103,N7,N8,432
9,SYN_SYN_MEDIUM_S103,N8,N9,119
10,SYN_SYN_MEDIUM_S103,N9,N10,388
11,SYN_SYN_MEDIUM_S103,N10,N11,458
12,SYN_SYN_MEDIUM_S103,N11,N12,142
13,SYN_SYN_MEDIUM_S103,N12,N13,415
14,SYN_SYN_MEDIUM_S103,N13,N14,275
15,SYN_SYN_MEDIUM_S103,N14,N15,316
16,SYN_SYN_MEDIUM_S103,N15,N16,253
17,SYN_SYN_MEDIUM_S103,N16,N17,425
18,SYN_SYN_MEDIUM_S103,N17,N18,140
19,SYN_SYN_MEDIUM_S103,N18,N19,330
20,SYN_SYN_MEDIUM_S103,N19,N20,122
21,SYN_SYN_MEDIUM_S103,N20,N21,147
22,SYN_SYN_MEDIUM_S103,N21,N22,193
23,SYN_SYN_MEDIUM_S103,N22,N23,378
24,SYN_SYN_MEDIUM_S103,N9,N15,155
25,SYN_SYN_MEDIUM_S103,N8,N13,305
26,SYN_SYN_MEDIUM_S103,N16,N22,245
27,SYN_SYN_MEDIUM_S103,N12,N18,245
28,SYN_SYN_MEDIUM_S103,N13,N16,446
29,SYN_SYN_MEDIUM_S103,N9,N16,421
30,SYN_SYN_MEDIUM_S103,N11,N15,220
31,SYN_SYN_MEDIUM_S103,N0,N15,130
32,SYN_SYN_MEDIUM_S103,N12,N16,367
33,SYN_SYN_MEDIUM_S103,N9,N22,284
34,SYN_SYN_MEDIUM_S103,N2,N4,136
35,SYN_SYN_MEDIUM_S103,N10,N20,233
36,SYN_SYN_MEDIUM_S103,N4,N23,423
37,SYN_SYN_MEDIUM_S103,N5,N22,232
38,SYN_SYN_MEDIUM_S103,N8,N22,160
39,SYN_SYN_MEDIUM_S103,N13,N22,455
40,SYN_SYN_MEDIUM_S103,N13,N17,327
41,SYN_SYN_MEDIUM_S103,N5,N21,251
42,SYN_SYN_MEDIUM_S103,N5,N17,418
43,SYN_SYN_MEDIUM_S103,N0,N2,460
44,SYN_SYN_MEDIUM_S103,E0,N16,112
45,SYN_SYN_MEDIUM_S103,E1,N14,209
46,SYN_SYN_MEDIUM_S103,E2,N17,194
47,SYN_SYN_MEDIUM_S103,E3,N8,38
48,SYN_SYN_MEDIUM_S103,E4,N22,66
49,SYN_SYN_MEDIUM_S103,E5,N15,222
50,SYN_SYN_MEDIUM_S103,E6,N5,135
51,SYN_SYN_MEDIUM_S103,E7,N0,98
52,SYN_SYN_MEDIUM_S103,E8,N20,240
53,SYN_SYN_MEDIUM_S103,E9,N23,193
54,SYN_SYN_MEDIUM_S103,E10,N21,119
55,SYN_SYN_MEDIUM_S103,E11,N13,56
56,SYN_SYN_MEDIUM_S103,L0000A,E0,88
57,SYN_SYN_MEDIUM_S103,L0000B,E4,85
58,SYN_SYN_MEDIUM_S103,L0001A,E0,70
59,SYN_SYN_MEDIUM_S103,L0001B,E9,83
60,SYN_SYN_MEDIUM_S103,L0002A,E3,79
61,SYN_SYN_MEDIUM_S103,L0002B,E10,50
62,SYN_SYN_MEDIUM_S103,L0003A,E7,21
63,SYN_SYN_MEDIUM_S103,L0003B,E11,37
64,SYN_SYN_MEDIUM_S103,L0004A,E5,16
65,SYN_SYN_MEDIUM_S103,L0004B,E8,100
66,SYN_SYN_MEDIUM_S103,L0005A,E2,25
67,SYN_SYN_MEDIUM_S103,L0005B,E7,12
68,SYN_SYN_MEDIUM_S103,L0006A,E1,50
69,SYN_SYN_MEDIUM_S103,L0006B,E6,78
70,SYN_SYN_MEDIUM_S103,L0007A,E6,41
71,SYN_SYN_MEDIUM_S103,L0007B,E7,61
72,SYN_SYN_MEDIUM_S103,L0008A,E1,28
73,SYN_SYN_MEDIUM_S103,L0008B,E2,53
74,SYN_SYN_MEDIUM_S103,L0009A,E7,32
75,SYN_SYN_MEDIUM_S103,L0009B,E10,53
76,SYN_SYN_MEDIUM_S103,L0010A,E0,67
77,SYN_SYN_MEDIUM_S103,L0010B,E5,11
78,SYN_SYN_MEDIUM_S103,L0011A,E2,26
79,SYN_SYN_MEDIUM_S103,L0011B,E10,40
80,SYN_SYN_MEDIUM_S103,L0012A,E3,20
81,SYN_SYN_MEDIUM_S103,L0012B,E11,99
82,SYN_SYN_MEDIUM_S103,L0013A,E9,59
83,SYN_SYN_MEDIUM_S103,L0013B,E11,35
84,SYN_SYN_MEDIUM_S103,L0014A,E4,40
85,SYN_SYN_MEDIUM_S103,L0014B,E7,23
86,SYN_SYN_MEDIUM_S103,L0015A,E1,22
87,SYN_SYN_MEDIUM_S103,L0015B,E11,100
88,SYN_SYN_MEDIUM_S103,L0016A,E4,77
89,SYN_SYN_MEDIUM_S103,L0016B,E8,64
90,SYN_SYN_MEDIUM_S103,L0017A,E0,56
91,SYN_SYN_MEDIUM_S103,L0017B,E8,89
