id,type,source,target,weight
,,0,1,140
,,1,2,470
,,2,3,370
,,3,4,490
,,4,5,190
,,5,6,90
,,6,7,60
,,7,8,470
,,8,9,110
,,9,10,220
,,10,11,200
,,11,12,380
,,12,13,130
,,13,14,400
,,14,15,20
,,15,16,310
,,16,17,180
,,17,18,350
,,18,19,380
,,19,20,30
,,20,21,320
,,21,22,250
,,22,23,70
,,23,24,150
,,24,25,170
,,25,26,20
,,26,27,70
,,27,28,420
,,28,29,10
,,29,30,190
,,2,31,480
,,1,32,70
,,15,33,190
,,17,34,440
,,0,35,450
,,4,36,50
,,6,37,170
,,10,38,240
,,7,39,230
,,26,40,260
,,20,41,70
,,17,42,180
,,16,43,130
,,7,44,10
,,9,45,420
,,18,46,450
,,28,47,350
,,5,48,300
,,10,49,490
,,10,50,280
,,21,51,230
,,21,52,160
,,25,53,410
,,17,54,500
,,14,55,490
,,20,56,210
,,29,57,460
,,2,58,310
,,10,59,190
,,22,60,80
,,22,61,60
,,19,62,240
,,5,63,440
,,24,64,290
,,26,65,200
,,10,66,50
,,6,67,320
,,7,68,490
,,14,69,250
,,19,70,420
,,29,71,190
,,12,72,410
,,25,73,500
,,20,74,400
,,21,75,210
,,5,76,220
,,1,77,340
,,24,78,30
,,4,79,110
,,15,80,500
,,6,81,290
,,17,82,270
,,25,83,30
,,29,84,450
,,0,85,170
,,14,86,430
,,8,87,490
,,2,88,430
,,8,89,270
,,8,90,60
,,20,91,360
,,19,92,300
,,2,93,410
,,3,94,260
,,28,95,70
,,13,96,270
,,17,97,10
,,14,98,20
,,24,99,10
,,30,100,60
,,7,101,350
,,24,102,410
,,8,103,310
,,28,104,420
,,2,105,340
,,24,106,200
,,28,107,270
,,15,108,270
,,28,109,50
,,27,110,180
,,13,111,470
,,9,112,410
,,26,113,70
,,14,114,240
,,27,115,50
,,23,116,320
,,1,117,390
,,30,118,320
,,4,119,220
,,11,120,400
,,7,121,440
,,3,122,190
,,14,123,30
,,0,124,60
,,5,29,220
,,2,24,320
,,0,30,480
,,3,18,240
,,8,21,50
,,2,15,430
,,1,16,120
