id,type,source,target,weight
,,M0,M1,20
,,M1,M2,300
,,M2,M3,420
,,M3,M4,80
,,M4,M5,30
,,M5,M6,320
,,M6,M7,120
,,M7,M8,260
,,M8,M9,460
,,M9,M10,380
,,M10,M11,160
,,M9,E12,30
,,M7,E13,280
,,M9,E14,180
,,M7,E15,10
,,M11,E16,70
,,M4,E17,140
,,M5,E18,280
,,M2,E19,280
,,M2,E20,10
,,M1,E21,70
,,M1,E22,140
,,M0,E23,250
,,M5,E24,380
,,M2,E25,470
,,M8,E26,310
,,M7,E27,480
,,M5,E28,150
,,M3,E29,130
,,M10,E30,310
,,M6,E31,300
,,M6,E32,470
,,M2,E33,360
,,M3,E34,190
,,M9,E35,130
,,M7,E36,10
,,M1,E37,300
,,M6,E38,20
,,M4,E39,390
,,M3,E40,10
,,M1,E41,50
,,M10,E42,260
,,M1,E43,230
,,M3,E44,330
,,M0,E45,70
,,M0,E46,450
,,M6,E47,360
,,M7,E48,500
,,M11,E49,280
,,M5,M8,170
,,M6,M8,270
