id,type,source,target,weight
,,0,1,260
,,1,2,300
,,2,3,270
,,3,4,190
,,4,5,230
,,5,6,280
,,6,7,430
,,7,8,370
,,8,9,490
,,9,10,50
,,10,11,10
,,11,12,90
,,12,13,20
,,13,14,180
,,14,15,450
,,15,16,170
,,16,17,300
,,17,18,210
,,18,19,280
,,19,20,380
,,20,21,230
,,21,22,210
,,22,23,100
,,23,24,130
,,24,25,320
,,25,26,210
,,26,27,360
,,27,28,280
,,28,29,360
,,29,30,380
,,30,31,100
,,31,32,320
,,32,33,200
,,33,34,420
,,34,35,130
,,35,36,40
,,36,37,160
,,37,38,90
,,38,39,310
,,39,40,470
,,40,41,280
,,41,42,460
,,42,43,290
,,43,44,140
,,44,45,30
,,45,46,80
,,46,47,500
,,47,48,270
,,48,49,390
,,49,50,320
,,50,51,410
,,51,52,300
,,52,53,460
,,53,54,280
,,54,55,410
,,55,56,380
,,56,57,100
,,57,58,320
,,58,59,40
,,59,60,320
,,60,61,160
,,27,62,300
,,22,63,150
,,44,64,390
,,11,65,210
,,50,66,390
,,53,67,70
,,11,68,270
,,32,69,180
,,39,70,200
,,33,71,140
,,18,72,120
,,37,73,30
,,26,74,270
,,16,75,380
,,48,76,400
,,2,77,360
,,58,78,210
,,44,79,190
,,15,80,40
,,2,81,150
,,0,82,150
,,32,83,330
,,8,84,220
,,49,85,400
,,58,86,50
,,5,87,340
,,22,88,500
,,13,89,30
,,25,90,240
,,16,91,90
,,35,92,110
,,5,93,190
,,50,94,210
,,8,95,90
,,50,96,100
,,45,97,180
,,6,98,20
,,42,99,120
,,30,100,30
,,48,101,360
,,44,102,450
,,14,103,400
,,14,104,180
,,25,105,290
,,9,106,160
,,17,107,100
,,9,108,430
,,47,109,270
,,32,110,340
,,3,111,200
,,28,112,160
,,29,113,300
,,18,114,120
,,9,115,150
,,52,116,40
,,6,117,430
,,48,118,390
,,45,119,220
,,57,120,200
,,6,121,210
,,26,122,370
,,34,123,40
,,27,124,130
,,47,125,310
,,41,126,60
,,14,127,370
,,28,128,290
,,19,129,270
,,43,130,460
,,49,131,300
,,48,132,170
,,35,133,400
,,49,134,360
,,4,135,190
,,0,136,260
,,40,137,80
,,61,138,160
,,12,139,240
,,52,140,130
,,0,141,270
,,13,142,320
,,13,143,220
,,29,144,490
,,45,145,420
,,57,146,280
,,54,147,220
,,33,148,80
,,57,149,280
,,60,150,120
,,12,151,170
,,47,152,70
,,61,153,200
,,32,154,420
,,48,155,390
,,30,156,30
,,41,157,10
,,28,158,280
,,61,159,430
,,60,160,420
,,10,161,170
,,45,162,220
,,10,163,90
,,18,164,150
,,41,165,350
,,28,166,320
,,1,167,390
,,2,168,180
,,3,169,50
,,16,170,290
,,27,171,190
,,41,172,400
,,55,173,300
,,29,174,90
,,7,175,70
,,8,176,430
,,18,177,210
,,55,178,210
,,16,179,180
,,60,180,370
,,5,181,400
,,12,182,240
,,16,183,420
,,61,184,90
,,45,185,350
,,52,186,120
,,53,187,300
,,4,188,140
,,54,189,50
,,7,190,70
,,40,191,380
,,0,192,430
,,43,193,40
,,13,194,190
,,9,195,490
,,42,196,190
,,8,197,440
,,16,198,10
,,29,199,400
,,14,200,20
,,26,201,320
,,12,202,250
,,20,203,40
,,18,204,360
,,40,205,170
,,44,206,70
,,45,207,30
,,12,208,470
,,19,209,40
,,55,210,50
,,0,211,360
,,5,212,190
,,60,213,220
,,59,214,350
,,28,215,250
,,41,216,180
,,1,217,100
,,58,218,370
,,3,219,230
,,28,220,90
,,3,221,320
,,30,222,190
,,55,223,290
,,44,224,340
,,21,225,390
,,19,226,70
,,19,227,280
,,40,228,60
,,60,229,130
,,41,230,110
,,40,231,390
,,10,232,420
,,49,233,300
,,47,234,300
,,43,235,40
,,37,236,200
,,42,237,280
,,30,238,470
,,60,239,270
,,51,240,90
,,59,241,170
,,19,242,310
,,46,243,60
,,34,244,130
,,35,245,190
,,23,246,350
,,32,247,330
,,50,248,420
,,33,249,450
,,37,50,440
,,37,49,300
,,11,33,200
,,31,34,470
,,29,32,180
,,18,41,120
,,8,15,140
,,22,50,360
,,8,16,380
,,8,26,450
,,4,30,190
,,29,37,150
,,47,58,380
